Team,Avg Win RP,Avg Auto RP,Avg Climb RP
frc1661,1.047619048,0.476190476,0.095238095
frc3255,1.7,0.7,0.05
frc4270,0.709677419,0.35483871,0.096774194
frc5199,1.266666667,0.566666667,0.166666667
frc3953,1.5,0.125,0.125
frc2839,1.25,0.375,0.75
frc624,1.590909091,0.704545455,0.522727273
frc2485,1.533333333,0.733333333,0.2
frc2984,1.25,0.625,0
frc4984,1.3125,0.65625,0.21875
frc2576,0.740740741,0.518518519,0.037037037
frc4919,1,0.5,0
frc4711,0.9,0.4,0.05
frc5627,0.5,0.25,0
frc5429,1.2,0.466666667,0.033333333
frc4616,1,0.375,0
frc4139,0.75,0.375,0
frc2543,1.2,0.45,0.1
frc2827,1,0.5,0
frc2102,1.103448276,0.75862069,0.172413793
frc1572,1.6,0.6,0.1
frc6695,1,0.75,0
frc5025,0.6,0.5,0
frc2659,1.266666667,0.866666667,0.066666667
frc1972,1,0.25,0.25
frc1266,1.1,0.4,0
frc6885,0.555555556,0.722222222,0.277777778
frc7249,0.25,0.125,0.125
frc6962,0.8,0.3,0
frc973,1.379310345,0.75862069,0.344827586
frc4904,1.157894737,0.631578947,0.052631579
frc604,1.517241379,0.586206897,0.034482759
frc5430,0.571428571,0.19047619,0.047619048
frc6418,1.684210526,0.578947368,0.052631579
frc4765,1,0.1,0
frc6814,0.620689655,0.413793103,0.103448276
frc6036,1,0.45,0.05
frc6718,1,0.4,0.1
frc581,0.736842105,0.263157895,0.052631579
frc6662,0.6,0.3,0.1
frc7317,0.842105263,0.315789474,0.052631579
frc4669,0.736842105,0.473684211,0
frc4159,1.24137931,0.551724138,0.034482759
frc6981,0.4,0.4,0
frc253,0.736842105,0.315789474,0
frc7137,0.8,0.3,0.15
frc6415,1.272727273,0.136363636,0
frc2489,1.263157895,0.315789474,0.105263158
frc4973,1.052631579,0.526315789,0
frc2383,1.333333333,0.512820513,0.051282051
frc4186,0.7,0.4,0.05
frc971,1.655172414,0.586206897,0.310344828
frc6665,0.526315789,0.315789474,0.052631579
frc5924,1.157894737,0.473684211,0
frc5993,1,0.4,0
frc846,1.6,0.8,0.1
frc6688,0.444444444,0.111111111,0
frc256,0.444444444,0.444444444,0
frc1967,1.111111111,0.444444444,0
frc6410,0.666666667,0.555555556,0.111111111
frc4990,1.333333333,0.777777778,0.222222222
frc6884,0.222222222,0.555555556,0.111111111
frc6303,0.857142857,0.285714286,0.047619048
frc5737,0.888888889,0.777777778,0.111111111
frc192,1.266666667,0.4,0
frc5027,0.666666667,0.333333333,0.111111111
frc6883,1.111111111,0.444444444,0.111111111
frc7245,1.111111111,0.333333333,0
frc841,0.444444444,0.222222222,0
frc2473,0.666666667,0.555555556,0
frc5171,0.666666667,0.444444444,0
frc4091,0.903225806,0.483870968,0.225806452
frc670,1.555555556,0.666666667,0.111111111
frc7324,0.666666667,0.25,0
frc6706,1.12,0.32,0.08
frc4078,0.5,0.583333333,0.083333333
frc6967,0.727272727,0.227272727,0.045454545
frc7327,0.727272727,0.454545455,0.045454545
frc5515,0.75,0.375,0.0625
frc6934,1.333333333,0.416666667,0
frc5678,1,0.5,0
frc6398,1,0.166666667,0
frc5136,0.666666667,0.416666667,0.083333333
frc7326,1,0.083333333,0
frc6764,0.5,0.333333333,0.083333333
frc3120,1,0.333333333,0
frc6417,1.166666667,0.333333333,0
frc4578,0.833333333,0.5,0
frc6553,0.5,0.416666667,0
frc6430,0.666666667,0.416666667,0
frc3851,0.833333333,0.333333333,0
frc7323,0.5,0.25,0
frc3993,0.5,0,0
frc114,1.166666667,0.333333333,0
frc614,1.173913043,0.673913043,0.086956522
frc2363,1.388888889,0.666666667,0.027777778
frc5115,0.944444444,0.555555556,0.027777778
frc5804,1.217391304,0.608695652,0.173913043
frc5945,1.055555556,0.555555556,0.194444444
frc2890,1.055555556,0.694444444,0.083333333
frc5338,1.277777778,0.611111111,0.027777778
frc4472,1.217391304,0.695652174,0.130434783
frc5279,0.611111111,0.472222222,0
frc888,1.217391304,0.47826087,0.217391304
frc339,1.111111111,0.583333333,0.055555556
frc2534,1.055555556,0.694444444,0.083333333
frc1610,1.111111111,0.555555556,0.027777778
frc1599,1.173913043,0.717391304,0.282608696
frc2914,0.958333333,0.354166667,0
frc5243,0.847457627,0.576271186,0.016949153
frc346,1.217391304,0.760869565,0.326086957
frc620,1.055555556,0.472222222,0.055555556
frc3793,0.777777778,0.472222222,0.027777778
frc1727,0.777777778,0.388888889,0.027777778
frc5587,1.333333333,0.638888889,0.027777778
frc4456,0.833333333,0.5,0.027777778
frc977,0.956521739,0.586956522,0.195652174
frc6882,1.055555556,0.472222222,0.027777778
frc116,1,0.416666667,0.027777778
frc6194,0.888888889,0.527777778,0.055555556
frc540,1.055555556,0.5,0.111111111
frc836,1.391304348,0.652173913,0.065217391
frc1418,1.173913043,0.52173913,0.217391304
frc6504,0.666666667,0.444444444,0.111111111
frc122,1.222222222,0.472222222,0.027777778
frc5957,0.777777778,0.388888889,0.027777778
frc3136,0.666666667,0.416666667,0.104166667
frc1111,1.055555556,0.472222222,0.055555556
frc6802,1.086956522,0.630434783,0.130434783
frc1522,1.222222222,0.388888889,0.138888889
frc2028,0.888888889,0.361111111,0.111111111
frc2106,1.277777778,0.583333333,0.111111111
frc1086,0.944444444,0.75,0.027777778
frc623,1.217391304,0.630434783,0.195652174
frc611,0.913043478,0.456521739,0.130434783
frc2199,1.055555556,0.777777778,0.055555556
frc4242,1.055555556,0.5,0.083333333
frc1629,1.652173913,0.847826087,0.130434783
frc6326,0.666666667,0.361111111,0
frc3274,1.173913043,0.52173913,0.130434783
frc5950,1.055555556,0.472222222,0.027777778
frc401,1.043478261,0.608695652,0.108695652
frc2996,1.6,0.6,0.2
frc1584,0.909090909,0.545454545,0.090909091
frc3648,0.363636364,0.454545455,0
frc118,1.818181818,0.75,0.545454545
frc1303,0.909090909,0.454545455,0
frc4593,1.090909091,0.636363636,0
frc3288,0.727272727,0.484848485,0.151515152
frc1157,0.727272727,0.727272727,0.090909091
frc3005,1.483870968,0.838709677,0.096774194
frc6459,0.476190476,0.333333333,0
frc5493,0.9,0.35,0.05
frc5414,0.978723404,0.638297872,0.106382979
frc1799,0.727272727,0.545454545,0.090909091
frc5899,1,0.583333333,0.166666667
frc4386,0.727272727,0.454545455,0.181818182
frc4388,1.391304348,0.565217391,0.173913043
frc2083,0.545454545,0.454545455,0
frc4641,0.545454545,0.272727273,0
frc3729,0.476190476,0.333333333,0.047619048
frc5657,0.909090909,0.545454545,0
frc4068,0.181818182,0.363636364,0.090909091
frc2848,1.225806452,0.870967742,0.129032258
frc3374,1.133333333,0.7,0.066666667
frc1332,0.727272727,0.636363636,0
frc5763,1.090909091,0.636363636,0
frc5126,0.782608696,0.47826087,0.086956522
frc1339,1.7,0.9,0.15
frc1619,1.545454545,0.75,0.704545455
frc4418,0.545454545,0.363636364,0
frc2240,0.818181818,0.5,0.136363636
frc1977,0.545454545,0.454545455,0.090909091
frc3807,1.090909091,0.363636364,0.181818182
frc3200,1,0.55,0.05
frc4293,0.857142857,0.571428571,0
frc2036,0.545454545,0.545454545,0
frc2945,0.727272727,0.636363636,0
frc1245,1.454545455,0.909090909,0.272727273
frc148,1.866666667,0.766666667,0.6
frc159,1,0.55,0.1
frc1730,1.636363636,0.727272727,0.03030303
frc4550,1.6,0.65,0.1
frc2261,0.909090909,0.454545455,0
frc1583,0.727272727,0.454545455,0
frc662,0.8,0.45,0.05
frc7243,0.909090909,0.454545455,0.090909091
frc2259,0.545454545,0.454545455,0
frc6346,0.916666667,0.541666667,0.083333333
frc5142,0.75,0.5,0
frc177,1.404255319,0.765957447,0.531914894
frc3464,0.75,0.791666667,0.166666667
frc5129,0.5,0.416666667,0
frc2067,1.206896552,0.75862069,0.155172414
frc195,1.782608696,0.956521739,0.543478261
frc236,1.058823529,0.735294118,0.235294118
frc176,1.565217391,0.804347826,0.217391304
frc4987,0.416666667,0.75,0
frc7153,0.652173913,0.652173913,0.130434783
frc6333,0.666666667,0.541666667,0.041666667
frc155,0.666666667,0.583333333,0.055555556
frc1085,0.75,0.333333333,0.083333333
frc839,0.916666667,0.375,0.041666667
frc2785,0.5,0.458333333,0.083333333
frc571,1.083333333,0.5,0
frc6895,0.583333333,0.291666667,0.083333333
frc3634,0.666666667,0.458333333,0.041666667
frc1991,1.083333333,0.291666667,0
frc5686,1,0.5,0
frc7127,1.055555556,0.722222222,0.138888889
frc173,1.083333333,0.625,0.041666667
frc3654,0.666666667,0.583333333,0.083333333
frc6812,0.666666667,0.416666667,0.083333333
frc1973,0.333333333,0.375,0.041666667
frc2170,1.173913043,0.847826087,0.217391304
frc230,1.694915254,0.796610169,0.305084746
frc558,1,0.826086957,0.282608696
frc2836,1.055555556,0.75,0.305555556
frc6811,0.583333333,0.5,0
frc5746,0.916666667,0.625,0.041666667
frc999,1.111111111,0.555555556,0.083333333
frc2064,0.916666667,0.666666667,0.041666667
frc3182,1.083333333,0.458333333,0.083333333
frc3146,1.166666667,0.5,0.083333333
frc181,1,0.458333333,0.125
frc1740,0.833333333,0.416666667,0.125
frc1027,0.75,0.166666667,0.041666667
frc4572,0.833333333,0.5,0
frc69,0.75,0.458333333,0.041666667
frc5856,0.944444444,0.638888889,0.111111111
frc1099,1.083333333,0.583333333,0.041666667
frc3555,1.222222222,0.638888889,0.027777778
frc228,1.083333333,0.541666667,0.083333333
frc3958,0.833333333,0.5,0
frc4055,1,0.527777778,0.111111111
frc95,1.5,0.583333333,0.125
frc3104,0.666666667,0.583333333,0
frc6367,0.666666667,0.333333333,0
frc178,1,0.375,0.125
frc5687,1.586206897,0.74137931,0.206896552
frc1071,1.173913043,0.608695652,0.130434783
frc501,1,0.416666667,0.041666667
frc7266,0.666666667,0.333333333,0.041666667
frc4097,0.916666667,0.25,0
frc1676,1,0.672413793,0.293103448
frc1699,1,0.611111111,0.027777778
frc3314,1.264705882,0.720588235,0.485294118
frc1124,0.333333333,0.5,0
frc3461,1.217391304,0.717391304,0.152173913
frc6723,0.583333333,0.375,0.041666667
frc3525,0.666666667,0.416666667,0.041666667
frc237,1.173913043,0.847826087,0.173913043
frc7250,0.869565217,0.652173913,0.152173913
frc2265,0.6875,0.40625,0.0625
frc4655,1.0625,0.625,0.21875
frc3324,0.8,0.566666667,0.2
frc1741,1.347826087,0.847826087,0.434782609
frc4976,1.391304348,0.760869565,0.217391304
frc1718,1.391304348,0.717391304,0.434782609
frc5712,1.217391304,0.739130435,0.239130435
frc45,0.705882353,0.705882353,0.058823529
frc4405,1.275862069,0.75862069,0.155172414
frc2054,1.275862069,0.706896552,0.362068966
frc4384,1,0.717391304,0.195652174
frc3538,1.689655172,0.74137931,0.25862069
frc4814,1.043478261,0.717391304,0.065217391
frc7198,0.695652174,0.652173913,0.130434783
frc5603,1.086956522,0.695652174,0.130434783
frc6933,1.130434783,0.826086957,0.086956522
frc6175,0.666666667,0.571428571,0.142857143
frc5553,0.842105263,0.578947368,0.210526316
frc6401,0.818181818,0.636363636,0.090909091
frc4607,1.071428571,0.428571429,0.035714286
frc167,1.379310345,0.724137931,0.172413793
frc263,1.225806452,0.64516129,0.129032258
frc7103,0.7,0.75,0.15
frc4903,1.173913043,0.804347826,0.130434783
frc5813,1.565217391,0.695652174,0.086956522
frc3707,1.652173913,0.826086957,0.456521739
frc5205,1.043478261,0.760869565,0.130434783
frc3244,1.052631579,0.894736842,0.368421053
frc70,1.47826087,0.869565217,0.260869565
frc20,1.428571429,0.657142857,0.171428571
frc2601,0.882352941,0.676470588,0.117647059
frc302,1.571428571,0.696428571,0.160714286
frc5460,1.304347826,0.804347826,0.434782609
frc3452,1.565217391,0.760869565,0.347826087
frc5822,0.875,0.78125,0.125
frc5907,1.043478261,0.804347826,0.173913043
frc1555,0.705882353,0.470588235,0.088235294
frc2638,1.0625,0.6875,0.125
frc1747,1.517241379,0.827586207,0.120689655
frc126,1,0.676470588,0.058823529
frc6032,0.714285714,0.5,0.035714286
frc503,1.2,0.785714286,0.285714286
frc7021,1.448275862,0.620689655,0.137931034
frc316,1.344827586,0.637931034,0.120689655
frc4099,1.058823529,0.558823529,0.029411765
frc2175,1.034482759,0.586206897,0.206896552
frc2052,1.5,0.892857143,0.214285714
frc1025,1.434782609,0.673913043,0.304347826
frc910,1.103448276,0.637931034,0.051724138
frc4342,0.956521739,0.739130435,0.304347826
frc333,1.03030303,0.787878788,0.090909091
frc379,1.310344828,0.896551724,0.344827586
frc1684,1.130434783,0.695652174,0.217391304
frc3082,0.689655172,0.586206897,0.172413793
frc2826,1.375,0.59375,0.1875
frc1023,1.413793103,0.75862069,0.24137931
frc4855,1.130434783,0.630434783,0.173913043
frc2877,1.434782609,0.695652174,0.152173913
frc369,1.045454545,0.522727273,0.045454545
frc6964,0.5,0.7,0.25
frc5148,0.866666667,0.633333333,0.1
frc4481,1,0.571428571,0.107142857
frc1468,0.882352941,0.823529412,0.088235294
frc337,0.928571429,0.607142857,0.178571429
frc3534,1.130434783,0.695652174,0.239130435
frc145,1.090909091,0.818181818,0.181818182
frc6753,1,0.739130435,0.217391304
frc4308,0.782608696,0.782608696,0.173913043
frc1076,0.764705882,0.441176471,0.088235294
frc5962,0.695652174,0.608695652,0.108695652
frc27,1.413793103,0.793103448,0.362068966
frc663,1.173913043,0.695652174,0.152173913
frc188,1.260869565,0.760869565,0.239130435
frc3171,1.35483871,0.677419355,0.290322581
frc469,1.043478261,0.5,0.195652174
frc3175,1.058823529,0.5,0.147058824
frc2767,1.782608696,0.847826087,0.826086957
frc245,1.275862069,0.5,0.293103448
frc610,1.652173913,0.869565217,0.369565217
frc2013,1.016949153,0.610169492,0.152542373
frc1189,1.276595745,0.70212766,0.255319149
frc1796,1.636363636,0.840909091,0.113636364
frc1024,1.434782609,0.760869565,0.195652174
frc2729,1.043478261,0.826086957,0.239130435
frc7048,1.142857143,0.761904762,0.19047619
frc3683,1.304347826,0.717391304,0.239130435
frc4327,0.782608696,0.456521739,0.065217391
frc3950,0.823529412,0.411764706,0.117647059
frc4466,0.782608696,0.608695652,0.217391304
frc2708,1.47826087,0.760869565,0.086956522
frc6868,0.8,0.6,0.05
frc4027,1.032258065,0.806451613,0.096774194
frc5561,1.347826087,0.760869565,0.47826087
frc4362,1.527272727,0.763636364,0.254545455
frc329,0.823529412,0.382352941,0.117647059
frc5517,1.260869565,0.782608696,0.239130435
frc1305,1.52173913,0.695652174,0.369565217
frc4539,1.933333333,0.8,0.4
frc3637,1,0.543478261,0.108695652
frc33,1.448275862,0.844827586,0.310344828
frc2512,0.965517241,0.586206897,0.137931034
frc74,1,0.672413793,0.051724138
frc3539,1.217391304,0.804347826,0.260869565
frc4811,0.882352941,0.441176471,0.058823529
frc747,1.173913043,0.782608696,0.130434783
frc810,0.705882353,0.617647059,0.323529412
frc3236,1.217391304,0.673913043,0.260869565
frc5030,1,0.595238095,0.095238095
frc2706,1.260869565,0.739130435,0.195652174
frc2783,1.333333333,0.6,0.166666667
frc1739,0.608695652,0.565217391,0.086956522
frc3535,1,0.695652174,0.326086957
frc5740,1,0.607142857,0.25
frc2337,1.586206897,0.862068966,0.24137931
frc125,1.611940299,0.776119403,0.149253731
frc78,1.172413793,0.706896552,0.189655172
frc6936,0.75862069,0.517241379,0.344827586
frc6590,0.6,0.75,0.15
frc5914,0.965517241,0.655172414,0.206896552
frc3504,1,0.857142857,0.071428571
frc578,1.333333333,0.8,0.166666667
frc2501,1.142857143,0.678571429,0.214285714
frc4905,0.869565217,0.673913043,0.304347826
frc5339,0.6,0.55,0.2
frc4946,1.52173913,0.826086957,0.130434783
frc6193,1.130434783,0.652173913,0.195652174
frc548,0.941176471,0.647058824,0.205882353
frc4645,0.5,0.4375,0.125
frc3117,0.625,0.59375,0.21875
frc1711,0.826086957,0.52173913,0.086956522
frc3130,1.512195122,0.707317073,0.146341463
frc157,0.941176471,0.617647059,0.058823529
frc6947,0.631578947,0.684210526,0.210526316
frc234,1.236363636,0.818181818,0.290909091
frc1519,1.47826087,0.695652174,0.152173913
frc4198,1.133333333,0.5,0.333333333
frc2834,1.586206897,0.637931034,0.189655172
frc3542,1.260869565,0.782608696,0.347826087
frc51,0.956521739,0.630434783,0.304347826
frc857,0.956521739,0.52173913,0.239130435
frc4917,1.391304348,0.934782609,0.456521739
frc772,1.347826087,0.934782609,0.347826087
frc2481,1.76744186,0.581395349,0.023255814
frc5434,0.928571429,0.821428571,0.107142857
frc2194,1.225806452,0.838709677,0.258064516
frc4028,1.5,0.571428571,0.5
frc4458,0.8,0.657142857,0.228571429
frc6869,1.157894737,0.631578947,0.368421053
frc5234,1.260869565,0.760869565,0.195652174
frc2451,1.4,0.5,0.175
frc1625,1.133333333,0.833333333,0.433333333
frc250,0.685714286,0.514285714,0.085714286
frc3695,1.3125,0.53125,0.28125
frc111,1.333333333,0.6,0.1
frc1391,1.206896552,0.810344828,0.25862069
frc4122,1,0.588235294,0.058823529
frc3572,1.034482759,0.637931034,0.224137931
frc2791,1.657142857,0.771428571,0.457142857
frc5883,1.575757576,0.575757576,0.121212121
frc865,1.347826087,0.717391304,0.326086957
frc365,1.391304348,0.847826087,0.173913043
frc247,1.069767442,0.697674419,0.139534884
frc494,1.608695652,0.739130435,0.260869565
frc3536,1.47826087,0.717391304,0.326086957
frc5492,0.965517241,0.448275862,0.206896552
frc5443,0.526315789,0.526315789,0.315789474
frc5036,1.173913043,0.847826087,0.152173913
frc5406,1.52173913,0.826086957,0.673913043
frc1018,1.217391304,0.804347826,0.152173913
frc6823,1.103448276,0.448275862,0.034482759
frc56,1.565217391,0.826086957,0.369565217
frc2425,1,0.125,0.125
frc4562,0.555555556,0.388888889,0
frc6473,1,0.25,0
frc2797,0.888888889,0.388888889,0.111111111
frc5753,0.75,0.125,0
frc1557,1.5,0.25,0
frc386,1.444444444,0.5,0.111111111
frc6184,0.75,0,0.125
frc6322,0.75,0.375,0.125
frc4592,1,0.5,0.055555556
frc1902,1,0.928571429,0
frc5276,0.75,0.25,0
frc59,1.357142857,0.714285714,0.142857143
frc3556,1.25,0.5,0
frc233,1.529411765,0.588235294,0.117647059
frc4024,1,0.125,0
frc180,1.571428571,0.642857143,0.035714286
frc5557,0.25,0.125,0
frc1649,0.25,0.125,0
frc5283,0.444444444,0.222222222,0.111111111
frc5842,1.333333333,0.555555556,0.074074074
frc179,1.5,0.642857143,0.607142857
frc2916,0.75,0.25,0
frc6145,0.75,0.125,0.125
frc4471,1.222222222,0.277777778,0.055555556
frc86,1,0.666666667,0
frc4118,0.777777778,0.333333333,0.055555556
frc5196,1,0.375,0
frc5722,0.5,0,0
frc4769,1.25,0.125,0.125
frc4064,1.25,0,0.125
frc6527,1.25,0.25,0
frc3627,1,0.25,0
frc7194,0.333333333,0.388888889,0
frc1065,1.555555556,0.555555556,0
frc6850,0.5,0.5,0
frc79,1.25,0,0.125
frc7193,0.928571429,0.607142857,0.071428571
frc456,1.357142857,0.785714286,0.107142857
frc4065,0.5,0,0
frc4622,1.111111111,0,0
frc3653,0.857142857,0.535714286,0.071428571
frc1872,0.75,0.125,0
frc5412,0.444444444,0.222222222,0
frc6743,0.75,0.375,0
frc1744,1.142857143,0.642857143,0.071428571
frc6722,0.888888889,0.333333333,0
frc3242,1.444444444,0.5,0.111111111
frc5145,1.157894737,0.631578947,0.052631579
frc1592,1.222222222,0.833333333,0.166666667
frc5816,1,0,0
frc945,0.941176471,0.352941176,0
frc21,1,0.444444444,0
frc3932,1.111111111,0.777777778,0
frc1523,1.333333333,0.333333333,0.166666667
frc1251,1.24137931,0.586206897,0.137931034
frc3164,1.034482759,0.586206897,0.137931034
frc348,1,0.558823529,0.029411765
frc5773,0.8,0.4,0
frc5329,0.6,0.2,0
frc6686,1,0.6,0
frc5472,1.368421053,0.657894737,0.052631579
frc7216,1.2,0.6,0
frc7231,1,0.7,0.1
frc6225,0.6,0.4,0
frc6001,0.8,0.4,0
frc5872,1,0.6,0.1
frc6685,0.8,0.6,0
frc5605,0.2,0.3,0
frc7107,0.6,0.6,0
frc6468,0.6,0.4,0
frc7215,0.2,0.1,0
frc5949,0.4,0.5,0.2
frc6388,0.6,0.5,0
frc1876,1.684210526,0.473684211,0.210526316
frc7152,0.6,0.45,0.05
frc3410,1.263157895,0.631578947,0.105263158
frc4193,1,0.25,0
frc5848,0.722222222,0.222222222,0
frc4941,1.043478261,0.47826087,0.02173913
frc5840,0.833333333,0.125,0
frc6919,1.086956522,0.5,0.02173913
frc3635,1.055555556,0.361111111,0
frc4730,0.666666667,0.041666667,0
frc4240,0.777777778,0.305555556,0
frc6341,1,0.222222222,0.055555556
frc7315,0.888888889,0.222222222,0
frc5632,1.083333333,0.166666667,0
frc3329,0.944444444,0.194444444,0
frc3581,1.111111111,0.333333333,0.055555556
frc5074,0.583333333,0.041666667,0.041666667
frc6177,1,0.416666667,0.020833333
frc4026,1.5,0.361111111,0
frc4516,0.75,0.25,0
frc1683,1.055555556,0.333333333,0.027777778
frc5828,0.666666667,0,0
frc6829,1.166666667,0.4375,0
frc4468,1.043478261,0.391304348,0
frc4701,0.75,0.125,0
frc6471,1.055555556,0.361111111,0.027777778
frc1261,1.206896552,0.534482759,0.051724138
frc1648,1.517241379,0.413793103,0.017241379
frc6340,0.888888889,0.305555556,0
frc5332,1,0.25,0
frc6887,0.826086957,0.326086957,0.043478261
frc1311,1.217391304,0.434782609,0
frc1771,0.777777778,0.222222222,0.027777778
frc2974,1.086956522,0.608695652,0.043478261
frc1102,1.434782609,0.413043478,0.065217391
frc4910,1.565217391,0.608695652,0.108695652
frc1746,1.222222222,0.222222222,0
frc6712,0.888888889,0.388888889,0.027777778
frc3998,1.333333333,0.5,0
frc6325,0.777777778,0.25,0
frc4112,0.888888889,0.305555556,0.027777778
frc6705,1.551724138,0.431034483,0
frc1002,1.173913043,0.391304348,0
frc3573,0.777777778,0.388888889,0.027777778
frc3815,0.944444444,0.277777778,0
frc4188,1.355932203,0.474576271,0.033898305
frc5482,0.944444444,0.25,0
frc832,1.391304348,0.5,0.043478261
frc6925,0.666666667,0.25,0.027777778
frc4189,1.217391304,0.52173913,0.065217391
frc5109,0.833333333,0.444444444,0
frc6715,0.666666667,0.25,0
frc5900,0.833333333,0.25,0
frc4459,1.222222222,0.333333333,0
frc6750,0.75,0.208333333,0.041666667
frc3091,0.75,0,0
frc6139,0.666666667,0.083333333,0
frc6716,1,0,0
frc5219,1,0,0
frc6023,0.833333333,0.208333333,0
frc6714,0.666666667,0.083333333,0
frc3344,0.75,0.166666667,0
frc5582,0.833333333,0.291666667,0
frc3265,0.916666667,0.166666667,0
frc4195,0.333333333,0.083333333,0
frc6842,0.833333333,0.166666667,0
frc3694,0.75,0.041666667,0
frc4080,0.833333333,0.125,0
frc6944,0.833333333,0.041666667,0
frc7060,0.833333333,0.125,0
frc4749,0.833333333,0.166666667,0
frc5608,1,0.041666667,0
frc4509,1,0.083333333,0
frc5293,0.833333333,0.125,0
frc6905,0.833333333,0.166666667,0
frc7076,0.666666667,0.166666667,0.041666667
frc1795,1.166666667,0.166666667,0
frc6910,0.666666667,0.041666667,0
frc5651,0.75,0.125,0
frc5132,0.666666667,0.083333333,0
frc4235,0.666666667,0,0
frc5734,0.583333333,0.208333333,0.041666667
frc829,1.458333333,0.666666667,0.208333333
frc3494,0.944444444,0.444444444,0.111111111
frc4926,0.666666667,0.527777778,0.055555556
frc587,1,0.375,0.020833333
frc7104,0.5,0,0
frc1225,1.055555556,0.25,0
frc6357,1.225806452,0.35483871,0.096774194
frc4488,1.391304348,0.673913043,0.217391304
frc3230,1.266666667,0.766666667,0.266666667
frc2789,0.947368421,0.578947368,0.052631579
frc6304,0.909090909,0.363636364,0.03030303
frc1577,1.409090909,0.772727273,0.318181818
frc3526,1.1875,0.4375,0.0625
frc5190,1.695652174,0.652173913,0.065217391
frc6824,1,0.772727273,0.045454545
frc3674,1.260869565,0.630434783,0.217391304
frc4205,0.8,0.428571429,0.085714286
frc6817,0.909090909,0.363636364,0.090909091
frc1939,1.548387097,0.516129032,0.032258065
frc6999,0.631578947,0.315789474,0.052631579
frc3933,1.03030303,0.454545455,0.060606061
frc4610,0.580645161,0.419354839,0.064516129
frc647,0.787878788,0.151515152,0.060606061
frc6886,1.470588235,0.735294118,0.147058824
frc2682,1.304347826,0.47826087,0.065217391
frc6168,0.5625,0.46875,0.03125
frc1986,1.304347826,0.630434783,0.413043478
frc1817,1.333333333,0.484848485,0.03030303
frc4256,1,0.40625,0.0625
frc6898,1.151515152,0.484848485,0.060606061
frc1574,1.581395349,0.697674419,0.209302326
frc3103,0.666666667,0.305555556,0.027777778
frc3006,0.6,0.5,0.133333333
frc6026,0.842105263,0.631578947,0
frc6429,1.545454545,0.590909091,0.045454545
frc6831,1.043478261,0.608695652,0.173913043
frc5960,0.736842105,0.578947368,0.105263158
frc368,1.304347826,0.695652174,0.086956522
frc4587,1.333333333,0.638888889,0.138888889
frc6952,0.8,0.342857143,0.057142857
frc7095,0.461538462,0.076923077,0
frc5839,0.96969697,0.363636364,0
frc5831,1.538461538,0.153846154,0
frc5445,0.714285714,0.071428571,0
frc5449,1.090909091,0.484848485,0
frc6946,0.923076923,0.076923077,0
frc6940,0.695652174,0.130434783,0
frc7006,0.923076923,0,0
frc7080,0.923076923,0,0
frc6383,0.923076923,0,0
frc1797,1.076923077,0.230769231,0
frc6386,1.130434783,0.260869565,0
frc1884,1.384615385,0.153846154,0
frc6393,1.076923077,0.230769231,0
frc6948,0.461538462,0.153846154,0
frc7009,0.307692308,0,0
frc7238,0.615384615,0.076923077,0
frc6941,1.03030303,0.424242424,0.060606061
frc5516,0.923076923,0.153846154,0
frc7149,0.923076923,0.153846154,0
frc5522,1.130434783,0.391304348,0.043478261
frc7047,1.130434783,0.347826087,0
frc6402,1.076923077,0.153846154,0
frc5849,0.695652174,0.347826087,0.130434783
frc6801,1.076923077,0,0
frc7184,0.769230769,0.076923077,0
frc5453,1.333333333,0.363636364,0
frc5823,1.217391304,0.391304348,0
frc7000,0.461538462,0.076923077,0
frc6356,1.076923077,0.076923077,0
frc6766,1.076923077,0.153846154,0
frc7069,1.076923077,0.538461538,0
frc216,0.918918919,0.297297297,0.027027027
frc2465,1.230769231,0.461538462,0
frc6704,0.923076923,0.384615385,0
frc3721,0.857142857,0.357142857,0
frc2090,1.230769231,0.384615385,0
frc288,0.756756757,0.648648649,0.027027027
frc2444,0.923076923,0.384615385,0
frc3800,0.615384615,0.230769231,0
frc2439,0.923076923,0.538461538,0
frc5625,0.769230769,0.538461538,0
frc3878,0.857142857,0.357142857,0.071428571
frc6308,0.769230769,0.384615385,0
frc2896,1.230769231,0.230769231,0.076923077
frc2441,0.615384615,0.307692308,0.076923077
frc6309,0.769230769,0.076923077,0.076923077
frc2445,1.230769231,0.307692308,0
frc244,0.864864865,0.567567568,0.081081081
frc2853,0.615384615,0.461538462,0
frc2477,0.615384615,0.461538462,0
frc5701,0.923076923,0.307692308,0
frc3881,1.076923077,0.461538462,0
frc2438,0.461538462,0.384615385,0
frc5572,1.806451613,0.64516129,0.129032258
frc2976,1,0.652173913,0.108695652
frc5809,0.823529412,0.529411765,0.058823529
frc6353,1.2,0.6,0.066666667
frc5242,1.125,0.5625,0.0625
frc3075,1.136363636,0.545454545,0.090909091
frc1706,1.533333333,0.666666667,0.166666667
frc3339,1.454545455,0.75,0.181818182
frc5801,1.096774194,0.548387097,0.032258065
frc3506,1.086956522,0.434782609,0.065217391
frc5291,1.255813953,0.674418605,0.139534884
frc957,1.47826087,0.717391304,0.173913043
frc6702,0.952380952,0.333333333,0.19047619
frc3223,1.137931034,0.603448276,0.068965517
frc6672,1.4,0.4,0.1
frc3489,1.034482759,0.620689655,0.344827586
